Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
EPPS,6323,001,,5,3,2,,,,,,,,,,,,,,0,"Ho, Karl","Lee, Moonsoo",,,,
EPPS,6352,001,,3,4,2,2,,,,,,,,,,,,,1,"Fass, Simon",,,,,
EPPS,6354,001,,7,,,6,,,,,,,,,,,,,0,"Ho, Karl","Lee, Moonsoo",,,,
EPPS,7316,001,,1,6,3,1,,,1,,,,,,,,,,0,"Brandt, Patrick","Akarte, Prajakti V",,,,
EPPS,7344,501,,4,3,,,2,,,,,,,,,,,1,0,"Tiefelsdorf, Michael","Chowdhury, Yeamin Faria",,,,
EPPS,7386,0W1,,13,5,,,,,,,,,,1,,,,,1,"Ho, Karl","Lee, Moonsoo",,,,
FILM,1303,001,27,5,,1,,,,,,,,,,,,,,2,"Shafek, Amal S",,,,,
FILM,1303,002,10,8,6,3,3,,2,1,,,,1,,,,,,1,"Almroani, Nouf Mfdhi H",,,,,
FILM,1303,003,23,2,2,1,3,,1,,,,1,,1,,,,,0,"Mahan, Mazyar",,,,,
FILM,2332,001,12,9,10,3,,3,,,,,,,3,,,,,0,"Oliver, Stephanie R",,,,,
FILM,2332,002,5,9,10,2,4,5,1,3,,,,,1,,,,,0,"Prakash, Arya",,,,,
FILM,2332,003,2,22,2,6,2,1,2,2,,,,,1,,,,,0,"Wellborn, Brecken H",,,,,
FILM,2332,501,,,3,5,18,17,15,7,9,6,2,3,12,,,,,9,"Petty, John E","Wensel, Laurence L",,,,
FILM,2332,HN1,2,9,3,4,3,,,,,,2,,,,,,,0,"Baker, Emily-Rose",,,,,
FILM,3321,001,6,14,6,4,2,1,1,,,,1,,4,,,,,2,"McLean, Adrienne L",,,,,
FILM,3342,001,2,,2,3,1,5,1,,1,,,1,3,,,,1,1,"Baker, Emily-Rose",,,,,
FIN,3300,001,,28,,,25,,,3,,,,,4,,,,,1,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,
FIN,3305,001,2,5,3,,7,2,,10,4,,4,,4,,,,,1,"Guttery, Randall",,,,,
FIN,3305,002,,7,2,,8,1,,10,1,,5,,2,,,,,2,"Guttery, Randall",,,,,
FIN,3305,501,,2,,,10,,,9,,,1,,2,,,,,1,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,
FIN,3320,001,1,9,3,5,14,4,4,17,,,,,2,,,,1,0,"Wang, Pingle","Soykok, Emre",,,,
FIN,3320,002,3,9,3,3,5,7,4,9,,,2,,2,,,,,0,"Wang, Pingle","Soykok, Emre",,,,
FIN,3320,003,,14,,,17,,,16,,,,,1,,,,,1,"Li, Jun","Jose, Jerin",,,,
FIN,3320,004,,17,,,18,,,10,,,1,,1,,,,,2,"Li, Jun","Jose, Jerin",,,,
FIN,3320,005,3,4,10,8,10,4,4,2,1,,,,,,,,2,0,"Guo, Shujian",,,,,
FIN,3320,006,5,8,6,9,6,5,5,1,,,,2,,,,,,1,"Mao, Yingdong",,,,,
FIN,3320,007,5,5,3,7,4,4,3,4,2,2,2,3,1,,,,,0,"Mace, Christopher","Jose, Jerin",,,,
FIN,3320,009,1,4,8,12,3,4,1,4,1,3,,,4,,,,,2,"Khanapure, Revansiddha B","Wan, Long",,,,
FIN,3320,010,,14,,,20,,,12,,,,,,,,,,2,"Li, Jun","Jose, Jerin",,,,
FIN,3320,011,1,10,1,1,18,,1,4,1,,3,,3,,,,1,1,"Kieschnick, Robert L",,,,,
FIN,3320,012,4,6,4,4,6,4,3,3,3,2,3,2,1,,,,,1,"Mace, Christopher","Jose, Jerin",,,,
FIN,3320,013,1,11,,2,4,,2,3,1,2,2,,4,,,,,3,"Kieschnick, Robert L",,,,,
FIN,3320,014,6,3,1,3,1,2,7,2,,4,2,3,3,,,,,6,"Gurun, Ayfer",,,,,
FIN,3320,501,5,6,3,7,5,6,4,8,,,6,,1,,,,2,2,"Wang, Pingle","Soykok, Emre",,,,
FIN,3320,HON,2,16,6,,14,14,,,2,,,,1,,,,,0,"Kieschnick, Robert L",,,,,
FIN,3330,001,,16,,,20,,,4,,,3,,1,,,,,0,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,
FIN,3330,002,9,13,18,2,5,7,1,,1,,,1,2,,,,,1,"Haynes, Steven",,,,,
FIN,3340,001,32,16,7,3,4,,,,,,,,,,,,,1,"Molina, Stephen","Leal Valladares, Jorge A",,,,
FIN,3350,001,,7,7,7,7,,,3,,,4,2,4,,,,,5,"Xia, Han",,,,,
FIN,3350,002,,11,2,10,3,,,5,6,,,1,3,,,,1,4,"Xia, Han",,,,,
FIN,3360,001,,5,2,4,10,9,,,,,,,,,,,,1,"Park, Haemin","Park, Taeyoung",,,,
FIN,3360,002,,2,3,8,8,3,,4,,,,,1,,,,,2,"Park, Haemin","Park, Taeyoung",,,,
FIN,3365,0W1,10,10,12,6,15,5,4,2,,,,,,,,,,0,"DeCourcy, George A",,,,,
FIN,3370,001,2,5,3,3,2,5,,,1,,,,3,,,,,0,"Kaplan, Larry S",,,,,
FIN,3370,002,5,9,16,5,8,6,,4,,,,,1,,,,,0,"Haynes, Steven","Agarwal, Riddhima",,,,
FIN,3380,001,,1,4,1,1,4,2,6,1,1,1,2,,,,,,2,"Gurun, Ayfer",,,,,
FIN,3380,002,7,1,6,2,8,4,2,1,3,2,,,1,,,,,2,"Gurun, Ayfer",,,,,
FIN,3390,001,,6,4,3,2,2,,2,3,5,,,,,,,,0,"Kaur, Dupinderjeet","Narang, Aayushkumar Anilkumar",,,,
FIN,3390,002,4,13,7,1,6,4,2,3,2,1,1,2,6,,,,,3,"Nishi, Hirofumi","Hagos, Michael F",,,,
FIN,3390,003,10,3,4,2,10,3,1,8,5,1,1,,5,,,,1,1,"Nishi, Hirofumi","Hagos, Michael F",,,,
FIN,3390,004,,10,7,2,1,1,,1,1,2,,1,3,,,,,0,"Kaur, Dupinderjeet","Narang, Aayushkumar Anilkumar",,,,
FIN,3395,001,,18,5,5,2,5,1,1,,,2,,1,,,,,1,"Kaur, Dupinderjeet","Narang, Aayushkumar Anilkumar",,,,
FIN,4300,001,1,7,9,14,6,5,2,,,,,,,,,,,1,"Khanapure, Revansiddha B","Wan, Long",,,,
FIN,4300,002,3,4,5,5,7,6,2,1,1,,,,,,,,1,0,"Tang, Xiaoxiao","Wen, Yaxin",,,,
FIN,4300,003,3,4,13,4,4,3,,1,,,,,,,,,,0,"Tang, Xiaoxiao","Wen, Yaxin",,,,
FIN,4300,501,3,4,6,2,6,1,2,3,1,,,1,2,,,,,1,"Oyima-Antseleve, Ndackyssa",,,,,
FIN,4307,001,,7,7,5,7,3,,,,,,,,,,,2,0,"Noland, Jeff",,,,,
FIN,4310,001,,6,4,3,2,4,3,4,4,1,2,2,3,,,,,0,"Anderson, Frank W",,,,,
FIN,4310,002,5,11,19,5,5,6,1,3,1,1,,,1,,,,,1,"Murray, Jennifer R","Balaji, Nivedhitha",,,,
FIN,4310,003,4,5,7,10,5,7,4,1,2,1,2,,,,,,,1,"Murray, Jennifer R","Balaji, Nivedhitha",,,,
FIN,4313,001,,8,8,6,4,2,,,,,,,,,,,,0,"Sibley, Daniel C",,,,,
FIN,4321,501,,2,,1,12,1,1,3,,1,1,,1,,,,,0,"Hedgecock, Blake M",,,,,
FIN,4332,001,1,1,4,6,4,1,1,,,,,,,,,,,0,"Haynes, Steven",,,,,
FIN,4333,501,,1,11,3,,,,,,,,,,,,,,0,"Haynes, Steven",,,,,
FIN,4338,001,1,1,9,9,4,1,,1,,,,,,,,,,0,"Haynes, Steven",,,,,
FIN,4340,001,,2,9,5,4,4,,,1,,2,,,,,,,1,"Zhao, Feng","Park, Taeyoung",,,,
FIN,4345,001,,47,,,,,,,,,,,,,,,,1,"Zhu, Yifan",,,,,
FIN,4380,001,19,23,4,4,4,1,,,,,1,,2,,,,,2,"Ballew, Gregory E","Balaji, Nivedhitha",,,,
FIN,4390,001,,21,,,,,,,,,,,,,,,,0,"Murray, Jennifer R",,,,,
FIN,6301,0W1,,20,6,5,9,3,1,9,,,,,,,,,,2,"Nishi, Hirofumi","Hagos, Michael F",,,,
FIN,6301,0W2,,10,9,2,13,4,1,4,,,,,8,,,,,1,"Nishi, Hirofumi","Hagos, Michael F",,,,
FIN,6301,501,,16,16,9,3,3,,,,,,,,,,,2,0,"Nanda, Vikram K",,,,,
FIN,6301,AW1,,7,,2,1,,,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,
FIN,6301,GW1,,13,3,4,4,2,,2,,,,,,,,,2,0,"Reichert, Carolyn A",,,,,
FIN,6301,MBP,,5,7,6,6,3,,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,
FIN,6307,0W1,,9,3,5,5,2,4,4,,,,,,,,,,1,"Ma, Liping","Kurucak, Abdurrahman",,,,
FIN,6307,501,,13,6,3,5,7,3,3,,,,,2,,,,,1,"Ma, Liping","Kurucak, Abdurrahman",,,,
FIN,6308,0W1,,18,10,12,2,5,,1,,,,,,,,,,1,"Lewin, Peter","Kelly, Matthew L",,,,
FIN,6310,501,,20,11,18,4,5,,,,,,,,,,,,0,"Khanapure, Revansiddha B","Wan, Long",,,,
FIN,6315,0W1,,5,10,10,5,2,,2,,,,,1,,,,,1,"Pedigo, Madison F",,,,,
FIN,6316,001,,4,2,6,1,1,,,,,,,,,,,,1,"von Drathen, Christian",,,,,
FIN,6318,501,,12,5,3,10,5,2,1,,,,,,,,,,3,"Baranchuk, Nina","Liu, Jiabin",,,,
FIN,6321,5H1,,4,3,,10,2,,8,,,,,1,,,,,1,"Guttery, Randall",,,,,
FIN,6322,0W1,,17,5,12,9,1,4,4,,,,,1,,,,,0,"DeCourcy, George A",,,,,
FIN,6325,501,,9,19,15,2,,,2,,,,,,,,,,1,"Xia, Han",,,,,
FIN,6335,501,,25,5,4,3,,,,,,,,,,,,,0,"Sibley, Daniel C",,,,,
FIN,6336,501,,6,4,,,,,,,,,,,,,,,0,"Sibley, Daniel C",,,,,
FIN,6352,001,,4,4,5,5,2,,,,,,,2,,,,,3,"von Drathen, Christian","Meghwal, Nitisha",,,,
FIN,6352,501,,10,13,11,7,4,3,,,,,,1,,,,,0,"Springate, David J","Meghwal, Nitisha",,,,
FIN,6352,502,,5,3,4,3,3,1,,,,,,1,,,,,0,"Springate, David J","Meghwal, Nitisha",,,,
FIN,6352,SS1,,3,2,2,2,,,,,,,,,,,,1,0,"Baranchuk, Nina","Liu, Jiabin",,,,
FIN,6360,501,,7,27,17,15,2,,,,,,,,,,,,1,"Zhao, Feng","Park, Taeyoung",,,,
FIN,6368,001,,13,4,,,,,,,,,,,,,,,0,"Ma, Liping","Kurucak, Abdurrahman",,,,
FIN,6392,0W1,,6,7,15,9,2,2,,,,,,,,,,1,0,"Zheng, Zhiqiang","Aksoy, Ozgur",,,,
FIN,6392,SS1,,4,3,2,,,,,,,,,,,,,1,0,"Li, Jun",,,,,
FIN,7345,001,,10,,,,,,,,,,,,,,,,1,"Gurun, Umit",,,,,
FTEC,6311,FH1,,5,8,2,5,2,,,,,,,1,,,,1,0,"Scott, James A","Wang, Yi",,,,
FTEC,6313,FH1,,6,3,3,3,1,,,,,,,,,,,,0,"Song, Liugen",,,,,
FTEC,6321,FH1,,2,3,5,5,2,,2,,,,,1,,,,,0,"Lois, Brian",,,,,
FTEC,6V99,FH1,,21,,,,,,,,,,,1,,,,1,0,"Wang, Yi","Scott, James A",,,,
GEOG,3304,001,2,3,2,1,2,,,,,,,,,,,,,1,"Venigalla, Lasya",,,,,
GEOG,3331,001,4,11,2,4,1,,,3,,,,,2,,,,,1,"Kreuze, Amanda","Chen, Meifang",,,,
GEOG,3359,001,,8,9,3,6,4,2,,,2,1,,4,,,,,0,"Kreuze, Amanda","Chen, Meifang",,,,
GEOG,3372,001,3,14,8,3,6,,3,2,,1,1,,2,,,,,1,"Kreuze, Amanda","Chen, Meifang","Adeuga, Adewole M",,,
GEOS,1103,101,,1,,4,2,,1,2,,,,,1,,,,,0,"Griffin, William R","Li, Xueyan",,,,
GEOS,1104,101,6,3,,1,,,,,,,,,,,,,,0,"Pujana, Ignacio","Vazquez-Olmeda, Aldwin S",,,,
GEOS,1303,001,4,4,8,3,4,10,3,4,2,,2,1,3,,,,,0,"Pirouz, Mortaza","Moiz, Abdul",,,,
GEOS,1303,0W1,50,151,50,22,30,12,7,17,13,,5,5,24,,,,,11,"Pujana, Ignacio",,,,,
GEOS,1303,501,5,23,15,11,3,1,,,1,,,,,,,,,0,"Griffin, William R",,,,,
GEOS,1304,001,4,,2,1,2,,,,,,,,1,,,,,0,"Pujana, Ignacio","Crowley, Clinton W",,,,
GEOS,2310,0W1,4,17,5,15,23,18,3,6,4,,1,1,2,,,,,1,"Moulding, Ann E","Sink, Katharine O",,,,
GEOS,2409,001,1,1,,,4,,,4,1,,,,2,,,,,1,"Manton, William I","Willis, Siloa B",,,,
GEOS,3434,001,,6,3,3,2,,,1,,,,,,,,,1,2,"Pujana, Ignacio",,,,,
GEOS,3470,001,3,1,,,2,3,4,,1,1,,,1,,,,,2,"Pirouz, Mortaza","Bodur, Omer",,,,
GEOS,4322,001,3,4,,3,2,2,,,1,,,,2,,,,,1,"Manton, William I",,,,,
GEOS,4391,001,,9,,,,,,,,,,,,,,,,1,"Stern, Robert","Wang, Ning","Willis, Siloa B","Crowley, Clinton W",,
GERM,1311,001,15,2,,,2,,,,,,,,,,,,,0,"Jaehnert, Anna K",,,,,
GERM,1312,001,10,3,1,,,,,,,,2,,,,,,1,0,"Jaehnert, Anna K",,,,,
GISC,4325,501,,8,1,1,2,2,1,,,,,,1,,,,,0,"Chastain, Bryan J","Lyu, Haitao",,,,
GISC,4385,001,,7,,1,1,,,,,,,,1,,,,,0,"Gearey, Wayne",,,,,
GISC,6382,001,,11,,,,,,,,,,,,,,,,0,"Gearey, Wayne",,,,,
GISC,6384,001,,10,1,2,,1,,1,,,,,1,,,,1,0,"Qiu, Fang","Shi, Zheng",,,,
GISC,6385,001,,3,2,,4,3,,,,,,,,,,,,0,"Yuan, May",,,,,
GISC,7310,001,,1,2,3,2,1,,,,,,,1,,,,,0,"Tiefelsdorf, Michael","Chowdhury, Yeamin Faria","Yang, Yalin",,,
GOVT,2305,001,75,46,57,24,15,17,8,4,6,3,1,3,10,,,,,3,"Graham, Sebastian","Kim, Pyung",,,,
GOVT,2305,002,50,22,19,10,5,6,7,1,2,1,,,1,,,,,1,"Graham, Sebastian","Kim, Pyung",,,,
GOVT,2305,003,38,17,32,17,5,7,3,2,2,1,1,1,6,,,,,1,"Graham, Sebastian","Kim, Pyung",,,,
GOVT,2305,004,8,28,34,29,27,12,12,12,8,11,7,5,20,,,,,3,"Brandt, Patrick","Briggs-Megafu, Tamnala E",,,,
GOVT,2305,501,57,35,41,23,16,19,4,1,7,3,3,1,13,,,,,2,"Parker, Misty D","Hollis, Camron",,,,
GOVT,2305,502,1,10,5,5,5,8,4,4,3,,1,1,1,,,,,0,"Muenks, Patrick",,,,,
GOVT,2305,HN1,7,8,2,1,2,4,,,,,,,,,,,,0,"Miller, Banks",,,,,
GOVT,2306,001,13,22,28,18,20,17,9,10,13,5,9,,13,,,,1,5,"Santoro, Lauren A","Widner, Katie",,,,
GOVT,2306,002,52,40,29,23,15,14,2,3,2,2,,1,4,,,,,1,"Ramirez, Michelle","Thakar, Rahul A",,,,
GOVT,2306,003,33,14,24,9,9,17,6,4,1,1,1,1,4,,,,,1,"Ramirez, Michelle","Thakar, Rahul A",,,,
GOVT,2306,004,,120,58,24,26,26,13,12,2,2,2,1,11,,,,,1,"Elliott, Euel W","Park, Kiwan",,,,
GOVT,2306,005,,52,21,14,11,17,6,3,2,,1,1,7,,,,,3,"Elliott, Euel W","Park, Kiwan",,,,
GOVT,2306,006,62,42,42,23,17,12,6,1,5,,,,1,,,,,0,"Ramirez, Michelle","Thakar, Rahul A",,,,
GOVT,2306,501,62,60,43,19,21,9,5,4,2,,2,,4,,,,,3,"Parker, Misty D","Hollis, Camron",,,,
GOVT,2306,HN1,,12,4,,,,1,,,,,,,,,,,0,"Elliott, Euel W","Park, Kiwan",,,,
GOVT,2306,HN2,,17,4,3,,,,,,,,,,,,,,0,"Elliott, Euel W","Scotch, Richard","Park, Kiwan",,,
GST,2300,001,,13,7,2,11,2,1,,,,,,2,,,,,0,"Werhnyak, Larissa",,,,,
GST,4325,0H1,3,1,4,3,2,1,2,,,,,,4,,,,,0,"Duquaine-Watson, Jill M",,,,,
HCS,6313,002,,7,3,2,1,1,,1,,,,,,,,,,0,"Ackerman, Robert A","Knoch, Desiree'",,,,
HCS,6315,001,,10,,,,,,,,,,,,,,,,0,"Goffman, Lisa A",,,,,
HCS,6317,001,,9,5,,,1,,,,,,,,,,,,0,"Swanson, Meghan R",,,,,
HCS,6338,001,,6,,,5,,,,,,,,,,,,,0,"Kennedy, Kristen M","Moon, Da Yeoun",,,,
HCS,7121,001,,,,,,,,,,,,,,32,,,,0,"Engineer, Crystal T",,,,,
HCS,7355,501,,17,3,1,3,1,,1,,,,,,,,,,1,"Doyle, Kimberly C","Hester, Andrea L",,,,
HDCD,6316,001,,17,,,,,,,,,,,,,,,,1,"Ewing, Donna M",,,,,
HDCD,6320,001,,11,3,,1,,,2,,,,,,,,,,1,"Holub, Shayla C",,,,,
HDCD,6360,0W1,,14,,,1,,,,,,,,,,,,,2,"Anderson, Carol A",,,,,
HDCD,6390,001,,17,,2,,,,,,,,,,,,,,1,"Ewing, Donna M",,,,,
HIST,1301,501,,56,33,12,24,20,3,4,5,2,3,1,10,,,,1,4,"Wright, Ben","Dunham, Daniel C","Fields, Kollin E","Scalley, Michael W",,
HIST,1302,001,8,23,45,27,24,15,11,5,12,3,,,4,,,,,3,"Schulze, Jeffrey","Lawrence, Jenna","Atman, Sabri","Bennett, Jason H","Li, Ang",
HIST,1302,002,1,18,26,29,28,43,15,13,12,8,6,6,30,,,,,5,"Schulze, Jeffrey","Li, Ang","Turner, Joey A","Meyer, Zachary M","Bennett, Jason H","del Bosque, Isai"
HIST,2301,001,56,82,28,9,18,7,5,10,,,4,,13,,,,,4,"Stewart, Whitney","Seidl-Staley, Ash J","Murphy, Trisha","Adrian, Athena","Lakhani, Brenda L",
HIST,2301,HN1,3,6,4,2,,,1,1,,,,,,,,,,0,"Schulze, Jeffrey",,,,,
HIST,2340,001,3,15,6,7,6,2,1,,,,,,,,,,,0,"Admiral, Rosemary",,,,,
HIST,2341,001,,7,7,2,4,5,1,3,,1,3,,4,,,,,2,"Farmer, J Michael",,,,,
HIST,2341,HN1,,13,4,1,,,,1,,,,,1,,,,,0,"Farmer, J Michael",,,,,
HIST,2350,001,,10,7,,4,4,1,4,3,,,,5,,,,,3,"Rankin, Monica A",,,,,
HIST,2381,001,2,14,14,17,26,7,8,7,8,4,3,,17,,,,,4,"Ring, Natalie","Evans, Stevesha M","Tijani, Kehinde O","Leon Dubon, Saul V",,
HIST,2384,001,108,43,6,5,4,3,,3,1,,1,1,3,,,,,2,"Fischer, Anne G","Armstrong, Jennifer J","Cai, Rebecca","Schaffer, Shannon J",,
HIST,3301,001,1,2,6,2,1,1,,,,,,,1,,,,1,2,"Hill, Kimberly D",,,,,
HIST,3301,501,,1,3,2,1,,,,,,,,3,,,,1,2,"Wilson, Michael",,,,,
HIST,3305,001,9,4,7,2,5,2,1,,,,,,1,,,,2,0,"Pfister, Debra H",,,,,
HIST,3313,001,,3,10,6,5,2,3,2,,,,,4,,,,,0,"Farmer, J Michael",,,,,
HIST,3328,501,9,1,1,6,1,1,1,1,,,1,,1,,,,,0,"Brown, Matthew",,,,,
HIST,3364,501,,5,3,2,1,,,,,,,,2,,,,,3,"Wright, Ben",,,,,
HIST,3380,001,,11,3,7,4,3,,1,,,,,1,,,,,4,"Channell, David",,,,,
HIST,3391,501,7,6,3,4,,2,,,1,,,,4,,,,,2,"Gonzalez Corona, Pedro Jose",,,,,
HIST,3396,001,2,3,5,3,5,3,3,2,,,1,,6,,,,,0,"Schulze, Jeffrey",,,,,
HIST,3399,001,,23,2,,3,2,,1,,,,,1,,,,,3,"Rankin, Monica A",,,,,
HIST,4342,001,,9,5,1,,,,1,,,,,,,,,,1,"Admiral, Rosemary",,,,,
HIST,4359,001,1,4,2,2,1,2,,,,,1,,2,,,,1,3,"Kerner, Amy",,,,,
HIST,4376,001,5,3,3,2,,,,,1,,,,,,,,,0,"Gonzalez Corona, Pedro Jose",,,,,
HIST,4377,001,,11,4,,1,,,,,,,,2,,,,,0,"Schlereth, Eric R",,,,,
HIST,4386,501,2,2,3,2,1,2,,,,,1,,,,,,,1,"Hill, Kimberly D",,,,,
HIST,4388,501,7,1,2,,3,2,1,,,,1,,2,,,,1,0,"Pfister, Debra H",,,,,
HIST,4390,001,,4,2,1,2,,,2,,,,,1,,,,,0,"Wickberg, Daniel",,,,,
HIST,6301,501,,10,,,,,,,,,,,,,,,,0,"Schlereth, Eric R",,,,,
HIST,6330,001,,6,3,,,,,1,,,,,,,,,,0,"Stewart, Whitney",,,,,
HIST,6341,001,,4,2,4,,,,,,,,,,,,,,0,"Wilson, Michael",,,,,
HIST,6390,001,,7,1,,2,,,,,,,,,,,,1,0,"Kerner, Amy",,,,,
HLTH,1100,001,,9,18,33,36,52,29,28,16,11,16,,4,,,,,2,"Byrnes, Kathleen A",,,,,
HLTH,1301,0W1,,3,11,3,5,5,2,2,,1,,,5,,,,,2,"Baetge, Claire",,,,,
HLTH,1301,0W2,4,9,10,3,1,4,1,1,,2,,,4,,,,,0,"Baetge, Claire",,,,,
HLTH,1322,0W1,,5,10,2,7,4,1,1,1,,5,,2,,,,,1,"Day, Lora N",,,,,
HLTH,1322,0W2,,4,4,4,4,5,5,5,2,,2,,3,,,,,2,"Day, Lora N",,,,,
HLTH,1322,0W3,,21,,2,4,2,2,1,1,,4,,1,,,,,2,"McBride, Rachael L",,,,,
HLTH,3101,0W1,,143,,,2,,,,,,1,,,,,,,0,"Sandon, Lona",,,,,
HLTH,3101,0W2,,142,,,3,,,1,,,,,2,,,,,0,"Sandon, Lona",,,,,
HLTH,3101,0W3,,43,,,7,,,1,,,,,1,,,,,0,"Sandon, Lona",,,,,
HLTH,3101,0W4,,57,,,4,,,,,,,,1,,,,,0,"Sandon, Lona",,,,,
HLTH,3301,001,,1,5,6,4,7,2,6,4,2,5,3,6,,,,,4,"Byrnes, Kathleen A",,,,,
HLTH,3305,001,4,12,5,9,3,3,,1,,,,,,,,,,0,"Stark, Azadeh T",,,,,
HLTH,3305,002,5,7,3,6,2,1,2,,,1,1,,,,,,,1,"Stark, Azadeh T",,,,,
HLTH,3305,003,,48,20,4,4,1,,,,,,,,,,,,0,"Taylor, Donald E",,,,,
HLTH,3310,0W1,9,20,4,9,8,5,,1,1,,1,1,5,,,,,2,"Duquaine-Watson, Jill M",,,,,
HLTH,3315,001,,2,23,24,28,23,17,9,9,3,2,1,4,,,,,1,"Byrnes, Kathleen A",,,,,
HLTH,4108,001,24,15,1,,2,,,,,,,,1,,,,,0,"Rainey, Anthony D",,,,,
HLTH,4305,001,5,9,5,7,4,1,,,,,,,,,,,,0,"Stark, Azadeh T",,,,,
HLTH,4305,002,4,6,9,3,2,1,2,1,1,,1,1,1,,,,,0,"Stark, Azadeh T",,,,,
HLTH,4306,001,4,8,5,3,1,4,2,6,1,2,1,,3,,,,,1,"Savard, Ryan R",,,,,
HLTH,4306,002,2,6,4,1,6,4,2,1,2,1,,1,,,,,,0,"Savard, Ryan R",,,,,
HLTH,4380,0W1,45,9,7,2,,,,,,,1,,2,,,,,2,"Edwards, Christopher W","Slattery, Ryan P",,,,
HMGT,3301,001,,43,,,14,,,2,,,,,,,,,,1,"Berrett, Britt R","Daniels, Hayden",,,,
HMGT,3301,002,,28,,,23,,,3,,,2,,,,,,,0,"Berrett, Britt R","Daniels, Hayden",,,,
HMGT,3301,003,13,8,7,2,3,3,2,2,1,1,2,,7,,,,,6,"Kaplan, Marilyn R",,,,,
HMGT,3310,001,1,3,3,2,5,4,7,3,2,,,1,,,,,,1,"Tesmer, Kristin M",,,,,
HMGT,3310,002,3,1,5,3,2,7,4,2,5,,2,2,2,,,,,0,"Tesmer, Kristin M",,,,,
HMGT,3311,001,,8,,,16,,3,9,1,,2,,,,,,,2,"Karnuta, Daniel","Guo, Suifang",,,,
HMGT,3311,002,,2,,1,4,,1,5,,,2,,,,,,,0,"Karnuta, Daniel","Guo, Suifang",,,,
HMGT,3320,001,,14,,3,16,,,8,,,2,,1,,,,,0,"Karnuta, Daniel","Guo, Suifang",,,,
HMGT,4321,001,1,15,7,9,18,2,3,3,,,,,,,,,,2,"Moonesinghe, Mark S","Joseph, Shailender",,,,
HMGT,4395,001,5,,16,9,,8,,,,,,5,,,,,,0,"Berrett, Britt R","Kaplan, Marilyn R",,,,
HMGT,6311,501,,10,,3,5,,,1,,,,,,,,,,0,"Karnuta, Daniel",,,,,
HMGT,6320,0W1,,50,,,5,,,3,,,,,1,,,,,1,"Thurgood, Keith L","Kumar, Devesh",,,,
HMGT,6320,501,,12,,,9,,,7,,,,,,,,,,0,"Walton, James W","Kumar, Devesh",,,,
HMGT,6321,501,,7,2,6,3,2,,1,,,,,1,,,,,1,"Ramanathan, Kannan",,,,,
HMGT,6323,0W1,,17,4,8,3,2,,,,,,,,,,,,2,"Ayvaci, Mehmet U","Aksoy, Ozgur",,,,
HMGT,6324,001,,13,,,,,,,,,,,,,,,,1,"Ziegler, Laurie","Kim, Hwayoung",,,,
HMGT,6324,501,,6,1,1,2,,,,,,,,,,,,,1,"Choi, Emily","Lee, Minjung",,,,
HMGT,6325,501,,5,1,6,4,1,,,,,,,,,,,,2,"Wang, Guihua","Patel, Kishan Dilipbhai",,,,
HMGT,6327,501,,16,1,,,,,,,,,,,,,,,0,"Stephens, Timothy G",,,,,
HMGT,6330,0W1,,22,8,5,1,8,,,,,,,1,,,,,3,"Drummond, Jeffery P",,,,,
HMGT,6340,501,,15,,,,,,,,,,,,,,,,0,"Thurgood, Keith L","Berrett, Britt R","Bansal, Vishal K",,,
HMGT,6406,AS1,,39,6,,,,,,,,,,,,,,,0,"Taylor, Donald E",,,,,
HMGT,6407,AS1,,39,3,,,,,,,,,,,,,,,0,"McCracken, John","Taylor, Donald E",,,,
HMGT,6410,AH1,,31,1,2,,,,,,,,,,,,,,1,"Kaiser, Robert C",,,,,
HONS,3104,HN1,4,9,2,,,,,,,,,,,,,,,0,"Dow, Douglas C",,,,,
HONS,3108,HN1,,13,,,,,,,,,,,,,,,,0,"Prakash, Ravi",,,,,
HONS,3111,HN1,1,10,,,,,,,,,,,1,,,,,0,"Thompson, Christina M",,,,,
HONS,3111,HN2,5,10,,,,,,,,,,,,,,,,0,"Thompson, Christina M",,,,,
HONS,3199,H10,4,7,,,,,,,,,,,,,,,,0,"Murchison, David F",,,,,
HONS,3199,H12,,13,,,,,,,,,,,,,,,,0,"Holmes, Jennifer",,,,,
HONS,3199,H14,7,4,,,1,,,,,,,,,,,,,0,"Amato, Lawrence A",,,,,
HONS,3199,H15,4,11,,,,,,,,,,,,,,,,0,"Gossin, Pamela","Hairston, Marc R",,,,
HONS,3199,H16,,9,,,,,,,,,,,,,,,,1,"Palant, Jonathan",,,,,
HONS,3199,H17,,15,,,,,,,,,,,,,,,,0,"Stone, Marvin J",,,,,
HONS,3199,HN1,4,9,1,,,,,,,,,,,,,,,0,"Thompson, Christina M","Rippel, Scott A",,,,
HONS,3199,HN2,2,11,1,,,,,,,,,,,,,,,1,"LaDow, Eva S",,,,,
HONS,3199,HN3,,8,2,1,,,,,,,,,,,,,,1,"Towner, Theresa",,,,,
