Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
CS,1325,003,2,,,2,2,4,2,2,1,1,1,2,8,,,,,0,"Srinivasan, Srimathi",,,,,
CS,1334,001,8,11,13,6,7,7,3,4,4,1,2,,3,,,,,1,"Karrah, Shyam S",,,,,
CS,1334,002,2,6,12,8,8,3,4,2,4,,1,,12,,,,,7,"Arnold, Gordon L",,,,,
CS,1335,001,18,12,13,6,6,2,1,3,1,,2,,2,,,,,2,"Veerasamy, Jeyakesavan","Doore, Karen L",,,,
CS,1335,002,7,9,6,5,6,10,,,,,,,3,,,,,3,"Narayanasami, Priya",,,,,
CS,1336,001,17,10,4,1,10,3,3,12,2,2,5,2,4,,,,,0,"Karrah, Shyam S",,,,,
CS,1336,003,2,3,3,2,3,6,2,2,,1,2,2,12,,,,2,3,"Thompson, Laurie A",,,,,
CS,1336,004,2,4,4,3,7,3,5,5,,2,1,1,9,,,,1,0,"Thompson, Laurie A",,,,,
CS,1336,006,1,8,4,3,4,6,5,8,4,3,3,2,9,,,,,3,"Narayanasami, Priya",,,,,
CS,1336,008,4,16,8,11,8,6,2,4,,1,2,3,7,,,,,2,"Narayanasami, Priya",,,,,
CS,1336,009,28,4,14,4,8,5,2,1,,2,,,5,,,,,1,"Srinivasan, Srimathi",,,,,
CS,1337,001,7,15,10,6,8,7,1,1,,,3,,9,,,,,5,"Dollinger, Scott M",,,,,
CS,1337,002,5,6,2,5,8,6,,4,5,1,,,5,,,,,2,"Razo Razo, Miguel A",,,,,
CS,1337,004,3,11,3,8,1,6,3,2,1,3,,,2,,,,,7,"Le, Khiem V",,,,,
CS,1337,005,8,4,4,4,1,5,2,2,5,,1,1,8,,,,,2,"Razo Razo, Miguel A",,,,,
CS,1337,006,4,9,11,8,7,6,6,7,2,2,1,,4,,,,,3,"Veerasamy, Jeyakesavan",,,,,
CS,1337,007,2,14,3,3,10,1,1,2,,1,1,1,1,,,,1,8,"Smith, Jason W",,,,,
CS,1337,008,7,9,2,1,5,1,1,2,,1,1,1,7,,,,,10,"Smith, Jason W",,,,,
CS,1337,009,2,18,13,7,12,5,3,2,,,1,,1,,,,,3,"Dollinger, Scott M",,,,,
CS,1337,010,8,20,2,7,8,,1,3,1,1,1,1,8,,,,1,3,"DeGroot, Doug",,,,,
CS,1337,012,2,11,4,3,5,1,1,4,1,2,,,8,,,,,3,"DeGroot, Doug",,,,,
CS,1337,014,3,7,4,8,6,6,3,2,4,3,,1,10,,,,,6,"Le, Khiem V",,,,,
CS,1337,501,6,2,4,3,7,3,5,5,2,,1,1,2,,,,,8,"Le, Khiem V",,,,,
CS,2305,001,1,4,11,6,18,16,5,8,,,,,1,,,,,1,"Ouyang, Jessica J",,,,,
CS,2305,002,,2,2,3,8,6,11,7,2,2,2,1,9,,,,,4,"Ntafos, Simeon",,,,,
CS,2305,003,,1,7,8,8,11,10,3,2,,,,3,,,,,4,"Chin, Wei-Pang",,,,,
CS,2305,004,,4,11,4,6,8,3,7,5,2,2,,1,,,,,1,"Chin, Wei-Pang",,,,,
CS,2305,006,5,5,5,7,5,9,9,9,4,4,2,1,2,,,,,1,"Bhat, Kong P",,,,,
CS,2305,0W1,31,25,4,2,2,1,,,,,,,,,,,,1,"Farage, Timothy P",,,,,
CS,2305,501,4,15,8,7,7,4,2,6,1,4,1,,1,,,,,3,"Willson, James K",,,,,
CS,2305,502,,1,,2,4,10,6,9,3,3,,6,10,,,,,10,"Ntafos, Simeon",,,,,
CS,2305,503,,2,5,9,5,11,9,3,5,4,2,,2,,,,,0,"Chin, Wei-Pang",,,,,
CS,2335,001,3,4,3,,2,,,,,,,,,,,,,0,"Doore, Karen L",,,,,
CS,2336,001,10,10,1,4,7,2,3,6,,1,1,,10,,,,1,14,"Smith, Jason W",,,,,
CS,2336,002,7,7,5,7,8,2,1,,,1,,,9,,,,,11,"Arnold, Gordon L",,,,,
CS,2336,003,32,6,10,2,5,3,3,3,1,,,,7,,,,1,1,"Nouroz Borazjany, Mehra",,,,,
CS,2336,501,5,6,6,3,6,2,9,2,2,,,,2,,,,,0,"Khan, Ziaullah",,,,,
CS,2337,001,13,14,2,5,2,3,1,4,,,2,,12,,,,,1,"Arnold, Gordon L",,,,,
CS,2340,001,,3,4,4,9,6,3,4,,,3,,4,,,,,1,"Jaffal, Wafa",,,,,
CS,2340,002,4,15,11,4,7,5,3,11,,,1,,4,,,,,1,"Mazidi, Karen J",,,,,
CS,2340,003,28,1,8,6,5,4,2,6,1,,3,,2,,,,,2,"Karami, Gity",,,,,
CS,2340,004,1,8,,,1,6,1,3,7,,3,,6,,,,,5,"Nguyen, Nhut",,,,,
CS,2340,005,1,5,4,1,11,6,,5,,,2,,7,,,,,10,"Cole, John",,,,,
CS,2340,006,8,5,8,4,5,4,6,5,4,1,4,,8,,,,,3,"Zhao, Yi",,,,,
CS,2340,501,4,10,5,6,4,5,6,15,,2,,1,4,,,,,3,"Nguyen, Nhut",,,,,
CS,2340,502,5,10,2,4,7,2,1,3,,1,1,,4,,,,,3,"Zhao, Yi",,,,,
CS,2340,HN1,4,17,6,4,1,2,1,,,,,,1,,,,,0,"Nguyen, Nhut",,,,,
CS,3162,051,11,4,5,6,6,3,1,4,1,2,1,1,1,,,,,0,"Min, Richard K",,,,,
CS,3162,052,,10,11,3,3,4,5,1,3,,1,,,,,,,3,"Chin, Wei-Pang",,,,,
CS,3162,053,11,12,8,2,4,1,1,1,,,,,,,,,,1,"Min, Richard K",,,,,
CS,3162,092,,4,8,6,12,5,8,1,,3,1,,4,,,,,0,"Chin, Wei-Pang",,,,,
CS,3162,093,15,18,1,2,2,1,,2,,,1,,1,,,,,0,"Min, Richard K",,,,,
CS,3162,551,49,4,1,3,1,,,,,,,,,,,,,0,"Debroy, Vidroha",,,,,
CS,3162,591,44,2,2,4,1,,3,1,1,,,,,,,,,0,"Debroy, Vidroha",,,,,
CS,3305,002,5,12,5,4,11,1,10,10,1,,5,1,6,,,,,4,"Jue, Jason",,,,,
CS,3305,003,8,19,2,13,15,3,7,,5,,,,5,,,,,2,"Satpute, Meghana N",,,,,
CS,3305,005,4,11,10,10,12,5,8,5,2,,,,4,,,,,0,"Satpute, Meghana N",,,,,
CS,3305,0W1,8,22,16,22,10,,1,,,1,,,,,,,,0,"Farage, Timothy P",,,,,
CS,3305,502,8,24,7,2,11,4,,4,2,,1,,5,,,,,2,"Willson, James K",,,,,
CS,3305,HON,1,15,1,10,6,2,,,,,,,,,,,,0,"Prakash, Ravi",,,,,
CS,3341,001,40,13,3,5,7,2,,2,5,4,1,1,1,,,,,1,"Whalen, Tristan G","Li, Jiacheng",,,,
CS,3341,002,47,8,4,4,5,5,3,1,2,2,1,,4,,,,,0,"Whalen, Tristan G","Li, Jiacheng",,,,
CS,3341,003,34,13,4,6,6,1,4,3,4,1,,,1,,,,,0,"Lutz, Kevin C",,,,,
CS,3341,004,2,8,2,7,13,5,13,1,7,3,5,,8,,,,,3,"Guo, Huizhen","Li, Jiacheng",,,,
CS,3341,005,39,6,4,3,3,5,5,6,1,,2,3,4,,,,,1,"Whalen, Tristan G","Li, Jiacheng",,,,
CS,3341,501,1,5,6,4,9,5,8,4,5,3,6,2,13,,,,,1,"Guo, Huizhen","Brakefield, Bryn M",,,,
CS,3345,001,4,7,23,12,3,5,4,,,,,2,,,,,,1,"Ozbirn, Greg A",,,,,
CS,3345,002,,9,7,4,11,5,1,3,2,,1,,2,,,,,2,"Zhao, Yi",,,,,
CS,3345,003,6,17,1,10,7,4,4,5,,,,,2,,,,,0,"Satpute, Meghana N",,,,,
CS,3345,004,3,21,3,12,11,2,3,2,1,,,,1,,,,,0,"Satpute, Meghana N",,,,,
CS,3345,006,7,14,6,5,4,2,2,3,,1,,,3,,,,,2,"Feng, Ranran",,,,,
CS,3345,007,3,12,11,8,8,2,2,3,1,,1,1,3,,,,,2,"Feng, Ranran",,,,,
CS,3345,501,13,9,8,2,9,9,3,4,1,,,,3,,,,,1,"Khan, Ziaullah",,,,,
CS,3345,502,6,22,6,3,8,4,2,3,1,,,,,,,,,0,"Khan, Ziaullah",,,,,
CS,3345,503,16,17,5,10,5,2,,3,,,,,2,,,,,1,"Hamdy, Omar",,,,,
CS,3354,002,,3,19,10,10,5,4,4,,,,,1,,,,,1,"Paulk, Mark C",,,,,
CS,3354,003,5,17,10,6,1,2,5,3,,,,,1,,,,,0,"Narayanasami, Priya",,,,,
CS,3354,004,,5,9,8,12,1,4,2,1,,,,,,,,,0,"Bastani, Farokh",,,,,
CS,3354,005,3,13,9,3,9,4,7,6,,,1,,,,,,,0,"Christiansen, Michael G",,,,,
CS,3354,006,5,4,14,1,1,2,2,3,2,1,1,1,1,,,,,12,"Nouroz Borazjany, Mehra",,,,,
CS,3354,007,8,9,8,6,2,1,1,,1,1,,1,5,,,,,2,"Nouroz Borazjany, Mehra",,,,,
CS,3354,008,7,23,6,4,6,3,1,2,,,1,,1,,,,,1,"Peterson, Erik A",,,,,
CS,3354,501,9,7,9,6,11,7,2,5,1,,,,1,,,,,1,"Christiansen, Michael G",,,,,
CS,3377,003,3,11,10,9,4,2,3,3,3,2,2,2,6,,,,,1,"Alagar, Sridhar",,,,,
CS,3377,004,3,16,11,4,5,3,3,1,4,1,1,,,,,,,2,"Veerasamy, Jeyakesavan",,,,,
CS,3377,005,1,8,9,6,5,,3,4,4,3,4,3,11,,,,,3,"Alagar, Sridhar",,,,,
CS,3377,0W1,5,4,5,9,7,7,13,4,4,1,,,3,,,,,3,"Min, Richard K",,,,,
CS,3377,0W2,4,13,15,4,11,11,4,3,,,2,,,,,,,1,"Veerasamy, Jeyakesavan",,,,,
CS,3377,501,17,22,20,7,2,1,3,,1,,,,3,,,,,0,"Dollinger, Scott M",,,,,
CS,3377,502,8,12,13,8,9,3,3,3,2,,,,3,,,,,0,"Dollinger, Scott M",,,,,
CS,3377,503,1,23,2,7,12,1,,6,1,,1,,1,,,,,1,"Belkoura, Mohamed Amine",,,,,
CS,3377,504,32,16,5,,,1,1,,,,,,7,,,,,0,"Peterson, Erik A",,,,,
CS,4141,101,3,8,1,3,2,2,,,,,,,,,,,,0,"Becker, Eric W","Cai, Yuchen","Chen, Tiantian","Malouf, Brian D","Singh, Ranveer","Wang, Wenting"
CS,4141,102,18,2,,,,,,,,,,,,,,,,0,"Becker, Eric W","Wang, Wenting","Singh, Ranveer","Malouf, Brian D","Chen, Tiantian","Cai, Yuchen"
CS,4141,103,8,6,2,1,1,,,,,,,,1,,,,,1,"Becker, Eric W","Wang, Wenting","Singh, Ranveer","Malouf, Brian D","Chen, Tiantian","Cai, Yuchen"
CS,4141,104,14,4,,,2,,,,,,,,,,,,,0,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,105,14,1,1,,,1,2,,1,,,,,,,,,0,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,106,13,4,3,,,,,,,,,,,,,,,0,"Becker, Eric W","Cai, Yuchen","Chen, Tiantian","Malouf, Brian D","Singh, Ranveer","Wang, Wenting"
CS,4141,107,13,2,2,,1,,,,2,,,,,,,,,0,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,108,19,,,,,,,,1,,,,,,,,,0,"Becker, Eric W","Singh, Ranveer","Malouf, Brian D","Chen, Tiantian","Cai, Yuchen","Wang, Wenting"
CS,4141,109,9,4,2,2,1,1,,,,,,,1,,,,,0,"Becker, Eric W","Wang, Wenting","Singh, Ranveer","Malouf, Brian D","Chen, Tiantian","Cai, Yuchen"
CS,4141,110,14,2,1,,,,1,,,,1,,,,,,,0,"Becker, Eric W","Cai, Yuchen","Singh, Ranveer","Chen, Tiantian","Malouf, Brian D","Wang, Wenting"
CS,4141,111,13,4,1,,1,,,,,,,,,,,,,1,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,112,4,10,2,,,2,,1,,,,,1,,,,,0,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,113,14,3,,,,,,1,1,,,,,,,,,1,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,114,14,2,1,1,,,,1,,,,1,,,,,,0,"Becker, Eric W","Cai, Yuchen","Chen, Tiantian","Singh, Ranveer","Malouf, Brian D","Wang, Wenting"
CS,4141,601,16,3,,,,,,1,,,,,,,,,,0,"Becker, Eric W","Wang, Wenting","Singh, Ranveer","Malouf, Brian D","Chen, Tiantian","Cai, Yuchen"
CS,4141,602,13,2,1,1,1,2,,,,,,,,,,,,0,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,603,9,7,,2,,1,,,,1,,,,,,,,0,"Becker, Eric W","Wang, Wenting","Singh, Ranveer","Malouf, Brian D","Chen, Tiantian","Cai, Yuchen"
CS,4141,604,9,6,,3,,,,,,,,,1,,,,,1,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,605,8,2,5,,1,2,1,,,,1,,,,,,,0,"Becker, Eric W","Wang, Wenting","Singh, Ranveer","Malouf, Brian D","Chen, Tiantian","Cai, Yuchen"
CS,4141,606,5,5,4,3,3,,,,,,,,,,,,,0,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,607,6,2,2,2,3,3,1,,,,,,1,,,,,0,"Becker, Eric W","Malouf, Brian D","Chen, Tiantian","Wang, Wenting","Cai, Yuchen","Singh, Ranveer"
CS,4141,H01,8,2,1,,1,,,,,,,,1,,,,,0,"Becker, Eric W","Cai, Yuchen","Chen, Tiantian","Malouf, Brian D","Singh, Ranveer","Wang, Wenting"
CS,4141,HON,14,2,1,1,,,,1,,,,,,,,,,0,"Becker, Eric W","Cai, Yuchen","Chen, Tiantian","Malouf, Brian D","Singh, Ranveer","Wang, Wenting"
CS,4301,001,9,11,11,9,4,1,1,1,,,,,2,,,,,0,"Mazidi, Karen J","Lu, Yangxiao",,,,
CS,4301,003,4,15,10,3,9,2,1,2,2,,,,8,,,,,2,"Jee, Kangkook",,,,,
CS,4315,0W1,1,2,2,2,1,1,2,,,,,,,,,,,0,"Golden, Richard","Sudheesh, Athul",,,,
CS,4332,001,48,8,,,,1,,,,1,,,1,,,,,0,"Feng, Ranran","Tran, Trung Hieu","Wang, Jikai",,,
CS,4337,001,30,7,4,2,1,2,,1,1,,2,,3,,,,,0,"Karami, Gity","Florez Fandino, Juan Manuel",,,,
CS,4337,002,3,8,8,5,5,4,5,5,3,,,,,,,,,2,"Min, Richard K","Aggarwal, Alakh",,,,
CS,4337,003,1,6,3,8,7,5,5,3,2,,,,,,,,1,0,"Davis, Chris I","Wang, Guanghua","Su, Ke",,,
CS,4337,501,5,7,7,5,5,3,2,,1,1,,,5,,,,,0,"Salazar, Elmer E","Liu, Ximeng",,,,
CS,4337,502,3,11,10,5,3,4,,1,2,2,,,2,,,,,2,"Salazar, Elmer E","Liu, Ximeng","Rathnasuriya, Ravishka S",,,
CS,4337,504,3,7,8,4,5,9,10,2,2,,,,,,,,,1,"Davis, Chris I","Wang, Guanghua","Abdeljaber, Luay",,,
CS,4337,505,,4,8,7,8,5,4,6,2,,,,1,,,,1,1,"Davis, Chris I","Zeng, Yankai",,,,
CS,4337,HON,4,25,3,3,,,,,,,,,,,,,1,0,"Davis, Chris I","Delaram, Zeinab","Zeng, Yankai",,,
CS,4341,001,5,8,4,4,11,7,6,16,3,2,3,1,1,,,,,3,"Cankaya, Ebru C","Tian, Zijing",,,,
CS,4341,002,31,11,6,1,4,9,,10,,,1,,2,,,,,0,"Hamdy, Omar","Yadavally, Aashish",,,,
CS,4341,003,,1,,4,16,5,4,7,,3,1,,4,,,,,1,"Goodrum, Richard A",,,,,
CS,4341,501,21,8,5,8,11,9,,6,,,4,,1,,,,1,1,"Hamdy, Omar","Yadavally, Aashish",,,,
CS,4341,502,8,14,27,8,9,,2,4,,,1,,,,,,1,0,"Becker, Eric W","Prabhakar, Nikhilesh",,,,
CS,4341,503,17,13,11,7,8,6,,7,,,3,,3,,,,,0,"Hamdy, Omar","Yadavally, Aashish",,,,
CS,4341,HON,,5,2,4,11,1,1,5,,1,1,,,,,,,0,"Cankaya, Ebru C","Prabhakar, Nikhilesh",,,,
CS,4347,001,15,37,7,3,,,,,,,,,,,,,,0,"Becker, Eric W","Chen, Zizhao","Singhal, Yatharth",,,
CS,4347,002,10,18,,12,8,4,5,6,,1,,,2,,,,,0,"Omer, Jalal S","Su, Ke",,,,
CS,4347,003,9,47,6,1,1,,2,,,,,,1,,,,,0,"Becker, Eric W","Aggarwal, Alakh","Zhou, Ying",,,
CS,4347,004,3,16,10,11,12,3,2,2,,,,,,,,,,1,"Kumar, Pushpa S","Tran, Trung Hieu",,,,
CS,4347,005,2,11,9,5,23,,1,6,1,,,,,,,,,0,"Kumar, Pushpa S","Rathnasuriya, Ravishka S","Yadlapalli, Yaswanth",,,
CS,4347,006,4,11,14,5,1,2,1,,1,1,1,2,1,,,,,2,"Wu, Wei L","Li, Xiao",,,,
CS,4347,007,6,6,7,11,9,8,7,2,1,1,,1,1,,,,,1,"Yuruk, Nurcan",,,,,
CS,4347,503,7,5,6,3,6,2,4,5,,2,1,,1,,,,,1,"Omer, Jalal S",,,,,
CS,4348,001,3,4,7,3,9,7,5,7,2,2,5,3,1,,,,,0,"Ozbirn, Greg A",,,,,
CS,4348,002,8,4,6,9,3,8,7,5,2,4,1,2,1,,,,1,0,"Ozbirn, Greg A",,,,,
CS,4348,003,2,18,20,12,4,6,1,,2,,,1,1,,,,,0,"Salazar, Elmer E","Delaram, Zeinab",,,,
CS,4348,004,2,9,8,9,13,7,5,6,4,,1,,,,,,,2,"Mittal, Neeraj","Dhoked, Sahil",,,,
CS,4348,005,6,12,10,3,8,4,10,7,2,3,4,,2,,,,1,2,"Venkatesan, Subbarayan","Abdeljaber, Luay",,,,
CS,4348,501,4,3,6,9,10,8,4,7,6,3,2,4,,,,,,0,"Ozbirn, Greg A",,,,,
CS,4348,502,2,1,3,3,8,2,,8,,,3,,10,,,,,17,"Yen, I-Ling","Hatfield, Cody R","Nguyen, Son V",,,
CS,4348,503,,,2,2,9,6,5,18,,2,2,1,14,,,,,2,"Goodrum, Richard A",,,,,
CS,4349,001,8,10,7,9,10,6,9,7,5,,1,,3,,,,,0,"Chitturi, Bhadrachalam",,,,,
CS,4349,002,6,4,11,6,16,12,8,8,2,,,,,,,,,2,"Chitturi, Bhadrachalam",,,,,
CS,4349,003,3,19,17,11,13,4,2,1,,,,,2,,,,,2,"Chida, Anjum","Lee, Yi-Hui","Chen, Zizhao",,,
CS,4349,004,5,9,6,17,4,11,7,5,5,,,1,,,,,,4,"Chitturi, Bhadrachalam",,,,,
CS,4349,005,3,16,3,3,7,3,1,2,,,,,1,,,,,0,"Du, Ding Z","Wang, Wenting",,,,
CS,4349,006,4,19,2,4,11,5,2,19,3,,5,,1,,,,,0,"Cankaya, Ebru C","Bhardwaj, Ayush",,,,
CS,4349,007,4,20,23,13,6,2,,1,1,,,,,,,,1,2,"Chida, Anjum","Lee, Yi-Hui",,,,
CS,4353,0W1,36,4,7,,,,,,,,,,1,,,,,0,"Orrick, Erika D",,,,,
CS,4361,001,5,23,8,9,19,3,3,5,3,,1,,1,,,,,0,"Kumar, Pushpa S","Vasireddy, Siva Sai Nagender",,,,
CS,4365,001,1,13,9,6,7,3,6,7,1,2,8,2,6,,,,,3,"Ng, Yu Chung V","Li, Shengjie",,,,
CS,4365,002,11,7,10,5,11,1,,3,1,2,,,8,,2,,,0,"Schweitzer, Haim","Dasgupta, Sopam",,,,
CS,4365,003,1,5,4,7,5,6,3,1,,,,,2,,,,,0,"Min, Richard K","Jiang, Kai",,,,
CS,4365,HON,3,8,3,,3,1,2,1,,,,,2,,,,,0,"Ng, Yu Chung V","Li, Shengjie",,,,
CS,4375,001,1,13,18,7,5,10,3,,3,2,,4,3,,,,,5,"Iyer, Rishabh K","Beck, Nathan A",,,,
CS,4375,002,16,6,4,1,,3,2,3,2,,2,,2,,,,,1,"Karami, Gity","Li, Ruosen",,,,
CS,4375,003,18,7,9,1,3,2,3,2,3,,3,,2,,,,,2,"Karami, Gity","Li, Ruosen",,,,
CS,4375,004,3,9,11,3,12,15,3,4,2,2,1,,4,,,,,3,"Mazidi, Karen J","Tian, Zijing","Ocampo Diaz, Gerardo",,,
CS,4375,005,5,14,3,10,5,3,6,1,2,1,3,4,5,,,,2,2,"Chen, Feng","Jiang, Kai",,,,
CS,4375,501,12,23,11,4,7,7,4,1,,,,,4,,,,1,0,"Khan, Ziaullah",,,,,
CS,4376,001,3,13,12,8,7,6,2,3,1,,,,,,,,,2,"Paulk, Mark C",,,,,
CS,4376,002,3,26,5,14,12,6,,1,1,,,,,,,,,0,"Paulk, Mark C",,,,,
CS,4384,001,24,11,1,1,3,,,,,,,,,,,,,0,"Farage, Timothy P",,,,,
CS,4384,501,7,24,9,7,13,1,1,4,,1,2,2,1,,,,,5,"Willson, James K","Bateni, Soroush",,,,
CS,4384,502,14,19,10,5,6,2,6,5,1,1,,1,5,,,,,2,"Willson, James K","Birashk, Amin",,,,
CS,4384,503,11,14,21,12,4,7,3,3,2,,,,1,,,,,1,"Erbatur, Serdar","Rajasekharan, Abhiramon",,,,
CS,4384,504,6,6,24,8,7,5,4,2,1,,,,1,,,,1,1,"Erbatur, Serdar","Rajasekharan, Abhiramon","Perry, Jonathan J",,,
CS,4384,HON,4,11,4,5,8,2,2,1,,,,,,,,,,0,"Huynh, Dung T","Lam, Tan D",,,,
CS,4386,501,4,6,4,5,5,3,1,1,1,,2,3,4,,,,,0,"Gupta, Neeraj K",,,,,
CS,4390,001,,40,16,13,3,3,2,,,,,,1,,,,,0,"Farago, Andras","Sengupta, Sthitadhi","Beck, Nathan A",,,
CS,4390,002,6,3,6,9,6,6,8,5,3,2,2,2,4,,,,,1,"Le, Khiem V","Deniz, Omer Faruk",,,,
CS,4390,003,,9,13,10,12,6,4,2,1,,1,,,,,,,0,"Solanki, Nidhiben M","Li, Congzhou",,,,
CS,4390,0W1,15,6,9,15,4,8,4,5,3,1,,,4,,,,,1,"Haas, Zygmunt J","Mohan, Sudharssan T",,,,
CS,4390,501,,5,9,8,6,4,2,2,1,,,,3,,,,,1,"Solanki, Nidhiben M","Li, Congzhou",,,,
CS,4391,001,4,16,14,13,8,5,1,2,,,1,1,2,,,,,3,"Feng, Ranran",,,,,
CS,4393,001,1,8,7,4,5,4,6,5,,,3,,,,,,,0,"Nguyen, Nhut","Chen, Simin",,,,
CS,4395,001,3,9,18,8,9,11,1,4,,,1,,2,,,,,3,"Mazidi, Karen J","Khargonkar, Ninad Arun","Bhardwaj, Ayush",,,
CS,4396,001,3,12,7,6,4,2,6,1,1,,,1,2,,,,,1,"Sarac, Kamil","Deniz, Omer Faruk",,,,
CS,4398,001,1,4,1,3,4,2,1,2,,,,,1,,,,,4,"Gupta, Neeraj K",,,,,
CS,4475,001,3,8,1,,,,,,,,,,,,,,,0,"Estacio-Hiroms, Kemelli","Yang, Jie",,,,
CS,4485,001,83,133,53,6,12,3,2,2,2,,1,,1,,,,,0,"Razo Razo, Miguel A","Veerasamy, Jeyakesavan",,,,
CS,4485,002,36,62,20,11,5,,,1,1,,,,3,,,,,0,"Veerasamy, Jeyakesavan","Razo Razo, Miguel A",,,,
CS,5330,501,,7,4,3,2,1,2,2,,,,,,,,,,0,"Zhao, Yi",,,,,
CS,5333,001,,19,13,5,2,5,6,2,,,,,5,,,,,0,"Desmedt, Yvo G",,,,,
CS,5343,001,,35,15,8,17,4,5,7,,,,,3,,,,,0,"Gupta, Neeraj K",,,,,
CS,5343,002,,12,7,5,1,5,2,4,,,,,,,,,,0,"Alagar, Sridhar",,,,,
CS,5348,501,,20,8,6,8,3,,5,,,,,2,,,,,3,"Yen, I-Ling","Nguyen, Son V","Hatfield, Cody R",,,
CS,6301,003,,65,,,,1,2,,,,,,,,,,,0,"Thuraisingham, Bhavani","Wang, Yigong",,,,
CS,6301,MS1,,6,6,4,3,1,,,,,,,,,,,,1,"Nguyen, Nhut",,,,,
CS,6301,MS2,,9,4,4,2,,,1,,,,,,,,,,1,"Mazidi, Karen J",,,,,
CS,6304,001,,10,2,,,,,,,,,,,,,,,0,"Kapoor, Bhanu",,,,,
CS,6305,001,,19,1,,2,,,,,,,,,,,,,1,"Cankaya, Ebru C","Tian, Zijing","Wang, Yigong",,,
CS,6307,501,,19,8,3,,,,,,,,,,,,,,0,"Nagar, Anurag","Li, Yufei",,,,
CS,6308,001,,13,,,,,,,,,,,,,,,,0,"Gupta, Neeraj K","Hsu, Chih-Wei",,,,
CS,6313,001,,58,21,13,11,4,5,2,,,,,1,,,,,1,"Chen, Min","Wasala Mudiyanselage, Indrajith K","Kim, Sungbum",,,
CS,6313,002,,67,14,5,14,5,7,3,,,,,3,,,,,1,"Chen, Min","Kim, Sungbum","Wasala Mudiyanselage, Indrajith K",,,
CS,6314,002,,54,11,5,4,1,,,,,,,,,,,,0,"Yuruk, Nurcan","Yadlapalli, Yaswanth",,,,
CS,6319,001,,13,3,1,4,,,,,,,,,,,,,2,"Fox, Kyle J",,,,,
CS,6320,001,,7,5,6,4,2,2,3,,,,,,,,,,2,"Moldovan, Dan I","Veloso De Andrade Pinto, Joao Pedro",,,,
CS,6320,002,,17,22,11,3,1,3,1,,,,,1,,,,,1,"Harabagiu, Sanda M","Weinzierl, Maxwell A","Veloso De Andrade Pinto, Joao Pedro",,,
CS,6322,001,,38,13,10,6,2,1,,,,,,,,,,,0,"Harabagiu, Sanda M","Weinzierl, Maxwell A",,,,
CS,6324,001,,22,11,12,9,7,,1,,,,,1,,,,,0,"Kim, Chung Hwan","Chung, Yu-Yen","Dhoked, Sahil",,,
CS,6326,001,,10,,1,19,7,,2,,,,,,,,,,0,"Cole, John",,,,,
CS,6328,001,,21,,,,,,,,,,,,,,,,0,"Fishwick, Paul",,,,,
CS,6334,001,,46,6,9,4,,1,2,,,,,,,,,,1,"Kim, Jin R","Singhal, Yatharth",,,,
CS,6340,0W1,,6,1,2,2,1,,,,,,,1,,,,,0,"Haas, Zygmunt J","Tian, Zijing",,,,
CS,6347,001,,23,7,1,2,1,,,,,,,1,,,,1,4,"Gogate, Vibhav G","Peddi, Rohith",,,,
CS,6348,001,,23,19,10,4,2,,1,,,,,,,,,,0,"Kantarcioglu, Murat","Celiktug, Mestan Firat",,,,
CS,6349,001,,36,8,10,3,,,,,,,,,,,,,0,"Hao, Shuang","Li, Shuo",,,,
CS,6350,001,,45,34,32,5,1,,,,,,,,,,,,0,"Khan, Latifur R","Irtiza, Saquib",,,,
CS,6350,002,,53,20,5,2,,,,,,,,,,,,,1,"Nagar, Anurag","Padalkar, Parth",,,,
CS,6353,001,,17,1,,2,1,1,1,,,,,,,,,,0,"Wei, Shiyi","Florez Fandino, Juan Manuel",,,,
CS,6356,001,,11,2,,,1,,,,,,,,,,,,0,"Marcus, Andrian",,,,,
CS,6359,001,,20,25,35,13,7,,,,,,,,,,,,0,"Chung, Lawrence","Kolluri, Kirthy",,,,
